ip,port,server
45.15.168.45,565,''
45.15.168.45,963,''
45.15.168.45,1336,''
45.15.168.45,1823,''
45.15.168.45,1570,''
45.15.168.45,1341,''
45.15.168.45,738,''
45.15.168.45,980,''
45.15.168.45,1147,''
45.15.168.45,1343,''
45.15.168.45,739,''
45.15.168.45,845,''
45.15.168.45,1578,''
45.15.168.45,1139,''
45.15.168.45,1843,''
45.15.168.45,1845,''
45.15.168.45,1583,''
45.15.168.45,1584,''
45.15.168.45,1339,''
45.15.168.45,983,''
45.15.168.45,1157,''
45.15.168.45,1854,''
45.15.168.45,1355,''
45.15.168.45,1860,''
45.15.168.45,1163,''
45.15.168.45,1359,''
45.15.168.45,1360,''
45.15.168.45,1362,''
45.15.168.45,1595,''
45.15.168.45,746,''
45.15.168.45,1365,''
45.15.168.45,1366,''
45.15.168.45,859,''
45.15.168.45,997,''
45.15.168.45,1168,''
45.15.168.45,1877,''
45.15.168.45,998,''
45.15.168.45,862,''
45.15.168.45,1608,''
45.15.168.45,1172,''
45.15.168.45,1612,''
45.15.168.45,1376,''
45.15.168.45,1885,''
45.15.168.45,863,''
45.15.168.45,1886,''
45.15.168.45,1379,''
45.15.168.45,1177,''
45.15.168.45,867,''
45.15.168.45,1180,''
45.15.168.45,1621,''
45.15.168.45,1384,''
45.15.168.45,1897,''
45.15.168.45,868,''
45.15.168.45,1009,''
45.15.168.45,1389,''
45.15.168.45,1182,''
45.15.168.45,1392,''
45.15.168.45,870,''
45.15.168.45,1393,''
45.15.168.45,1909,''
45.15.168.45,1629,''
45.15.168.45,1622,''
45.15.168.45,1398,''
45.15.168.45,760,''
45.15.168.45,1189,''
45.15.168.45,1915,''
45.15.168.45,1192,''
45.15.168.45,876,''
45.15.168.45,1636,''
45.15.168.45,879,''
45.15.168.45,881,''
45.15.168.45,1407,''
45.15.168.45,1196,''
45.15.168.45,1645,''
45.15.168.45,1413,''
45.15.168.45,1416,''
45.15.168.45,1015,''
45.15.168.45,1206,''
45.15.168.45,768,''
45.15.168.45,1208,''
45.15.168.45,1942,''
45.15.168.45,1209,''
45.15.168.45,1659,''
45.15.168.45,1033,''
45.15.168.45,1032,''
45.15.168.45,758,''
45.15.168.45,1663,''
45.15.168.45,1428,''
45.15.168.45,1668,''
45.15.168.45,1218,''
45.15.168.45,1219,''
45.15.168.45,1432,''
45.15.168.45,1672,''
45.15.168.45,1433,''
45.15.168.45,1437,''
45.15.168.45,1979,''
45.15.168.45,1977,''
45.15.168.45,1448,''
45.15.168.45,1982,''
45.15.168.45,1692,''
45.15.168.45,690,''
45.15.168.45,1985,''
45.15.168.45,1694,''
45.15.168.45,1989,''
45.15.168.45,905,''
45.15.168.45,1059,''
45.15.168.45,1701,''
45.15.168.45,1459,''
45.15.168.45,1706,''
45.15.168.45,1462,''
45.15.168.45,1065,''
45.15.168.45,2005,''
45.15.168.45,1069,''
45.15.168.45,1468,''
45.15.168.45,1254,''
45.15.168.45,1070,''
45.15.168.45,1469,''
45.15.168.45,2010,''
45.15.168.45,918,''
45.15.168.45,2374,''
45.15.168.45,1260,''
45.15.168.45,1726,''
45.15.168.45,1729,''
45.15.168.45,2028,''
45.15.168.45,618,''
45.15.168.45,1080,''
45.15.168.45,2018,''
45.15.168.45,1265,''
45.15.168.45,1266,''
45.15.168.45,1268,''
45.15.168.45,1086,''
45.15.168.45,2041,''
45.15.168.45,1269,''
45.15.168.45,1270,''
45.15.168.45,1493,''
45.15.168.45,1736,''
45.15.168.45,623,''
45.15.168.45,1495,''
45.15.168.45,803,''
45.15.168.45,1502,''
45.15.168.45,1747,''
45.15.168.45,1096,''
45.15.168.45,1754,''
45.15.168.45,1282,''
45.15.168.45,2061,''
45.15.168.45,1757,''
45.15.168.45,1508,''
45.15.168.45,1098,''
45.15.168.45,1509,''
45.15.168.45,940,''
45.15.168.45,1510,''
45.15.168.45,1761,''
45.15.168.45,1100,''
45.15.168.45,942,''
45.15.168.45,2071,''
45.15.168.45,1764,''
45.15.168.45,1516,''
45.15.168.45,1767,''
45.15.168.45,1521,''
45.15.168.45,2079,''
45.15.168.45,1293,''
45.15.168.45,1295,''
45.15.168.45,1527,''
45.15.168.45,1780,''
45.15.168.45,950,''
45.15.168.45,1303,''
45.15.168.45,1118,''
45.15.168.45,1536,''
45.15.168.45,955,''
45.15.168.45,2106,''
45.15.168.45,1310,''
45.15.168.45,1540,''
45.15.168.45,1311,''
45.15.168.45,959,''
45.15.168.45,725,''
45.15.168.45,1127,''
45.15.168.45,437,''
45.15.168.45,1795,''
45.15.168.45,1798,''
45.15.168.45,1797,''
45.15.168.45,1130,''
45.15.168.45,1550,''
45.15.168.45,2123,''
45.15.168.45,1325,''
45.15.168.45,967,''
45.15.168.45,1326,''
45.15.168.45,1804,''
45.15.168.45,1135,''
45.15.168.45,1806,''
45.15.168.45,1809,''
45.15.168.45,1559,''
45.15.168.45,836,''
45.15.168.45,1812,''
45.15.168.45,1813,''
45.15.168.45,1332,''
45.15.168.45,1816,''
45.15.168.45,1563,''
45.15.168.45,1821,''
45.15.168.45,1822,''
45.15.168.45,1569,''
45.15.168.45,1340,''
45.15.168.45,1145,''
45.15.168.45,650,''
45.15.168.45,1831,''
45.15.168.45,1835,''
45.15.168.45,2162,''
45.15.168.45,2167,''
45.15.168.45,2169,''
45.15.168.45,1851,''
45.15.168.45,1585,''
45.15.168.45,743,''
45.15.168.45,2181,''
45.15.168.45,1589,''
45.15.168.45,1592,''
45.15.168.45,991,''
45.15.168.45,855,''
45.15.168.45,1361,''
45.15.168.45,992,''
45.15.168.45,1363,''
45.15.168.45,1873,''
45.15.168.45,1874,''
45.15.168.45,1603,''
45.15.168.45,1604,''
45.15.168.45,1605,''
45.15.168.45,661,''
45.15.168.45,1171,''
45.15.168.45,1610,''
45.15.168.45,1880,''
45.15.168.45,1375,''
45.15.168.45,1175,''
45.15.168.45,2223,''
45.15.168.45,1892,''
45.15.168.45,1896,''
45.15.168.45,1623,''
45.15.168.45,1387,''
45.15.168.45,1899,''
45.15.168.45,2236,''
45.15.168.45,1626,''
45.15.168.45,1627,''
45.15.168.45,1188,''
45.15.168.45,1631,''
45.15.168.45,1187,''
45.15.168.45,1630,''
45.15.168.45,1190,''
45.15.168.45,1634,''
45.15.168.45,1399,''
45.15.168.45,2258,''
45.15.168.45,1404,''
45.15.168.45,1405,''
45.15.168.45,1639,''
45.15.168.45,1195,''
45.15.168.45,2267,''
45.15.168.45,1927,''
45.15.168.45,1409,''
45.15.168.45,1198,''
45.15.168.45,2268,''
45.15.168.45,2269,''
45.15.168.45,1648,''
45.15.168.45,1202,''
45.15.168.45,1414,''
45.15.168.45,884,''
45.15.168.45,2282,''
45.15.168.45,1655,''
45.15.168.45,2286,''
45.15.168.45,1941,''
45.15.168.45,1421,''
45.15.168.45,889,''
45.15.168.45,1423,''
45.15.168.45,1661,''
45.15.168.45,1425,''
45.15.168.45,2298,''
45.15.168.45,1427,''
45.15.168.45,2300,''
45.15.168.45,1665,''
45.15.168.45,1957,''
45.15.168.45,2309,''
45.15.168.45,1961,''
45.15.168.45,1223,''
45.15.168.45,1436,''
45.15.168.45,1963,''
45.15.168.45,1678,''
45.15.168.45,1677,''
45.15.168.45,2318,''
45.15.168.45,1967,''
45.15.168.45,1044,''
45.15.168.45,1683,''
45.15.168.45,1230,''
45.15.168.45,1687,''
45.15.168.45,2327,''
45.15.168.45,1445,''
45.15.168.45,1689,''
45.15.168.45,1690,''
45.15.168.45,1446,''
45.15.168.45,1980,''
45.15.168.45,1679,''
45.15.168.45,2344,''
45.15.168.45,1700,''
45.15.168.45,1992,''
45.15.168.45,1458,''
45.15.168.45,694,''
45.15.168.45,1998,''
45.15.168.45,791,''
45.15.168.45,2000,''
45.15.168.45,1710,''
45.15.168.45,2003,''
45.15.168.45,2004,''
45.15.168.45,1466,''
45.15.168.45,1715,''
45.15.168.45,1717,''
45.15.168.45,1471,''
45.15.168.45,1257,''
45.15.168.45,2017,''
45.15.168.45,1724,''
45.15.168.45,2021,''
45.15.168.45,1480,''
45.15.168.45,2025,''
45.15.168.45,1064,''
45.15.168.45,1730,''
45.15.168.45,2395,''
45.15.168.45,1732,''
45.15.168.45,2035,''
45.15.168.45,1267,''
45.15.168.45,2027,''
45.15.168.45,927,''
45.15.168.45,2042,''
45.15.168.45,1271,''
45.15.168.45,1739,''
45.15.168.45,2411,''
45.15.168.45,2416,''
45.15.168.45,1745,''
45.15.168.45,1094,''
45.15.168.45,935,''
45.15.168.45,2425,''
45.15.168.45,1505,''
45.15.168.45,1280,''
45.15.168.45,2058,''
45.15.168.45,2430,''
45.15.168.45,2432,''
45.15.168.45,2433,''
45.15.168.45,2069,''
45.15.168.45,1288,''
45.15.168.45,2070,''
45.15.168.45,1511,''
45.15.168.45,1513,''
45.15.168.45,713,''
45.15.168.45,1763,''
45.15.168.45,2442,''
45.15.168.45,2075,''
45.15.168.45,2063,''
45.15.168.45,813,''
45.15.168.45,1768,''
45.15.168.45,2081,''
45.15.168.45,1524,''
45.15.168.45,1294,''
45.15.168.45,2084,''
45.15.168.45,1775,''
45.15.168.45,2087,''
45.15.168.45,1299,''
45.15.168.45,1529,''
45.15.168.45,1774,''
45.15.168.45,1531,''
45.15.168.45,1532,''
45.15.168.45,2096,''
45.15.168.45,720,''
45.15.168.45,1305,''
45.15.168.45,1785,''
45.15.168.45,2479,''
45.15.168.45,1307,''
45.15.168.45,2103,''
45.15.168.45,1122,''
45.15.168.45,1786,''
45.15.168.45,2481,''
45.15.168.45,2484,''
45.15.168.45,2107,''
45.15.168.45,1309,''
45.15.168.45,2486,''
45.15.168.45,1789,''
45.15.168.45,2113,''
45.15.168.45,2114,''
45.15.168.45,1793,''
45.15.168.45,1315,''
45.15.168.45,2116,''
45.15.168.45,1794,''
45.15.168.45,1304,''
45.15.168.45,1318,''
45.15.168.45,1796,''
45.15.168.45,1319,''
45.15.168.45,1323,''
45.15.168.45,965,''
45.15.168.45,1801,''
45.15.168.45,1132,''
45.15.168.45,1324,''
45.15.168.45,1803,''
45.15.168.45,1553,''
45.15.168.45,1327,''
45.15.168.45,1136,''
45.15.168.45,2128,''
45.15.168.45,1807,''
45.15.168.45,1137,''
45.15.168.45,1329,''
45.15.168.45,1811,''
45.15.168.45,1330,''
45.15.168.45,2137,''
45.15.168.45,973,''
45.15.168.45,1814,''
45.15.168.45,1817,''
45.15.168.45,1818,''
45.15.168.45,975,''
45.15.168.45,2532,''
45.15.168.45,2146,''
45.15.168.45,1824,''
45.15.168.45,2526,''
45.15.168.45,2149,''
45.15.168.45,1572,''
45.15.168.45,1826,''
45.15.168.45,1829,''
45.15.168.45,1574,''
45.15.168.45,2548,''
45.15.168.45,1834,''
45.15.168.45,1576,''
45.15.168.45,2549,''
45.15.168.45,1836,''
45.15.168.45,1837,''
45.15.168.45,1838,''
45.15.168.45,2163,''
45.15.168.45,1841,''
45.15.168.45,1842,''
45.15.168.45,847,''
45.15.168.45,1153,''
45.15.168.45,3613,''
45.15.168.45,640,''
45.15.168.45,1853,''
45.15.168.45,1580,''
45.15.168.45,1159,''
45.15.168.45,1856,''
45.15.168.45,1591,''
45.15.168.45,1861,''
45.15.168.45,1863,''
45.15.168.45,2188,''
45.15.168.45,1865,''
45.15.168.45,2190,''
45.15.168.45,1594,''
45.15.168.45,1867,''
45.15.168.45,1599,''
45.15.168.45,1869,''
45.15.168.45,1597,''
45.15.168.45,1868,''
45.15.168.45,2194,''
45.15.168.45,1353,''
45.15.168.45,1872,''
45.15.168.45,1600,''
45.15.168.45,995,''
45.15.168.45,1602,''
45.15.168.45,1367,''
45.15.168.45,1875,''
45.15.168.45,1606,''
45.15.168.45,2596,''
45.15.168.45,1879,''
45.15.168.45,1373,''
45.15.168.45,2212,''
45.15.168.45,2603,''
45.15.168.45,1173,''
45.15.168.45,1882,''
45.15.168.45,2215,''
45.15.168.45,1883,''
45.15.168.45,2216,''
45.15.168.45,2217,''
45.15.168.45,1176,''
45.15.168.45,1889,''
45.15.168.45,1380,''
45.15.168.45,1890,''
45.15.168.45,2612,''
45.15.168.45,1381,''
45.15.168.45,1382,''
45.15.168.45,2229,''
45.15.168.45,2623,''
45.15.168.45,1900,''
45.15.168.45,2234,''
45.15.168.45,1388,''
45.15.168.45,2235,''
45.15.168.45,1013,''
45.15.168.45,1910,''
45.15.168.45,2247,''
45.15.168.45,2643,''
45.15.168.45,1400,''
45.15.168.45,1402,''
45.15.168.45,2255,''
45.15.168.45,1918,''
45.15.168.45,1920,''
45.15.168.45,2652,''
45.15.168.45,2655,''
45.15.168.45,1641,''
45.15.168.45,1924,''
45.15.168.45,1408,''
45.15.168.45,2665,''
45.15.168.45,1410,''
45.15.168.45,2670,''
45.15.168.45,2275,''
45.15.168.45,3184,''
45.15.168.45,2281,''
45.15.168.45,1936,''
45.15.168.45,2680,''
45.15.168.45,2284,''
45.15.168.45,2682,''
45.15.168.45,1418,''
45.15.168.45,1656,''
45.15.168.45,2686,''
45.15.168.45,1420,''
45.15.168.45,1658,''
45.15.168.45,1933,''
45.15.168.45,2688,''
45.15.168.45,1945,''
45.15.168.45,1948,''
45.15.168.45,1951,''
45.15.168.45,1426,''
45.15.168.45,2701,''
45.15.168.45,1953,''
45.15.168.45,1430,''
45.15.168.45,1431,''
45.15.168.45,1958,''
45.15.168.45,1959,''
45.15.168.45,1960,''
45.15.168.45,1674,''
45.15.168.45,2312,''
45.15.168.45,2317,''
45.15.168.45,1964,''
45.15.168.45,1438,''
45.15.168.45,1229,''
45.15.168.45,1970,''
45.15.168.45,2724,''
45.15.168.45,2322,''
45.15.168.45,2323,''
45.15.168.45,1686,''
45.15.168.45,2325,''
45.15.168.45,1049,''
45.15.168.45,1976,''
45.15.168.45,1688,''
45.15.168.45,1444,''
45.15.168.45,1233,''
45.15.168.45,783,''
45.15.168.45,2330,''
45.15.168.45,2739,''
45.15.168.45,1691,''
45.15.168.45,1450,''
45.15.168.45,3277,''
45.15.168.45,1697,''
45.15.168.45,1240,''
45.15.168.45,1243,''
45.15.168.45,1455,''
45.15.168.45,1699,''
45.15.168.45,693,''
45.15.168.45,1704,''
45.15.168.45,2763,''
45.15.168.45,1987,''
45.15.168.45,1996,''
45.15.168.45,2350,''
45.15.168.45,909,''
45.15.168.45,2767,''
45.15.168.45,2354,''
45.15.168.45,1463,''
45.15.168.45,1708,''
45.15.168.45,1707,''
45.15.168.45,2774,''
45.15.168.45,2002,''
45.15.168.45,1464,''
45.15.168.45,2359,''
45.15.168.45,2360,''
45.15.168.45,2361,''
45.15.168.45,2006,''
45.15.168.45,1712,''
45.15.168.45,1071,''
45.15.168.45,2786,''
45.15.168.45,1255,''
45.15.168.45,2016,''
45.15.168.45,1475,''
45.15.168.45,2376,''
45.15.168.45,2803,''
45.15.168.45,2020,''
45.15.168.45,1479,''
45.15.168.45,2383,''
45.15.168.45,1481,''
45.15.168.45,1263,''
45.15.168.45,1728,''
45.15.168.45,2387,''
45.15.168.45,1482,''
45.15.168.45,2389,''
45.15.168.45,2390,''
45.15.168.45,2029,''
45.15.168.45,2393,''
45.15.168.45,2030,''
45.15.168.45,1731,''
45.15.168.45,1083,''
45.15.168.45,1487,''
45.15.168.45,2823,''
45.15.168.45,1490,''
45.15.168.45,1734,''
45.15.168.45,1491,''
45.15.168.45,2400,''
45.15.168.45,2402,''
45.15.168.45,703,''
45.15.168.45,2404,''
45.15.168.45,1492,''
45.15.168.45,2392,''
45.15.168.45,1737,''
45.15.168.45,2044,''
45.15.168.45,2834,''
45.15.168.45,1088,''
45.15.168.45,1272,''
45.15.168.45,1741,''
45.15.168.45,2413,''
45.15.168.45,2050,''
45.15.168.45,2049,''
45.15.168.45,1273,''
45.15.168.45,2053,''
45.15.168.45,2054,''
45.15.168.45,1749,''
45.15.168.45,2423,''
45.15.168.45,2429,''
45.15.168.45,938,''
45.15.168.45,1756,''
45.15.168.45,1507,''
45.15.168.45,2062,''
45.15.168.45,2863,''
45.15.168.45,2865,''
45.15.168.45,1758,''
45.15.168.45,2067,''
45.15.168.45,2068,''
45.15.168.45,715,''
45.15.168.45,1512,''
45.15.168.45,1104,''
45.15.168.45,1089,''
45.15.168.45,1520,''
45.15.168.45,2451,''
45.15.168.45,1107,''
45.15.168.45,2456,''
45.15.168.45,1528,''
45.15.168.45,2902,''
45.15.168.45,2464,''
45.15.168.45,2463,''
45.15.168.45,1778,''
45.15.168.45,2909,''
45.15.168.45,951,''
45.15.168.45,2919,''
45.15.168.45,2475,''
45.15.168.45,2920,''
45.15.168.45,1534,''
45.15.168.45,2105,''
45.15.168.45,1541,''
45.15.168.45,2108,''
45.15.168.45,2939,''
45.15.168.45,2110,''
45.15.168.45,1792,''
45.15.168.45,2101,''
45.15.168.45,1791,''
45.15.168.45,1544,''
45.15.168.45,2946,''
45.15.168.45,2495,''
45.15.168.45,2508,''
45.15.168.45,2970,''
45.15.168.45,1802,''
45.15.168.45,1134,''
45.15.168.45,2130,''
45.15.168.45,1328,''
45.15.168.45,1810,''
45.15.168.45,2133,''
45.15.168.45,1317,''
45.15.168.45,2525,''
45.15.168.45,2527,''
45.15.168.45,1564,''
45.15.168.45,976,''
45.15.168.45,2143,''
45.15.168.45,1820,''
45.15.168.45,3000,''
45.15.168.45,1568,''
45.15.168.45,1337,''
45.15.168.45,1573,''
45.15.168.45,2155,''
45.15.168.45,3004,''
45.15.168.45,2541,''
45.15.168.45,2545,''
45.15.168.45,2546,''
45.15.168.45,2157,''
45.15.168.45,1833,''
45.15.168.45,2159,''
45.15.168.45,1579,''
45.15.168.45,1840,''
45.15.168.45,2165,''
45.15.168.45,1844,''
45.15.168.45,3032,''
45.15.168.45,1582,''
45.15.168.45,2561,''
45.15.168.45,1349,''
45.15.168.45,2563,''
45.15.168.45,3037,''
45.15.168.45,1849,''
45.15.168.45,2175,''
45.15.168.45,1155,''
45.15.168.45,2178,''
45.15.168.45,2574,''
45.15.168.45,1855,''
45.15.168.45,2182,''
45.15.168.45,3053,''
45.15.168.45,2581,''
45.15.168.45,2582,''
45.15.168.45,1593,''
45.15.168.45,1862,''
45.15.168.45,2586,''
45.15.168.45,1871,''
45.15.168.45,2197,''
45.15.168.45,2198,''
45.15.168.45,1166,''
45.15.168.45,1601,''
45.15.168.45,3073,''
45.15.168.45,2202,''
45.15.168.45,3076,''
45.15.168.45,1876,''
45.15.168.45,2204,''
45.15.168.45,2594,''
45.15.168.45,1370,''
45.15.168.45,2597,''
45.15.168.45,1371,''
45.15.168.45,3084,''
45.15.168.45,2601,''
45.15.168.45,2604,''
45.15.168.45,1004,''
45.15.168.45,1884,''
45.15.168.45,1887,''
45.15.168.45,2221,''
45.15.168.45,2613,''
45.15.168.45,1616,''
45.15.168.45,3110,''
45.15.168.45,1619,''
45.15.168.45,2226,''
45.15.168.45,1178,''
45.15.168.45,1893,''
45.15.168.45,2227,''
45.15.168.45,1006,''
45.15.168.45,3116,''
45.15.168.45,1901,''
45.15.168.45,2233,''
45.15.168.45,2629,''
45.15.168.45,1904,''
45.15.168.45,1908,''
45.15.168.45,2243,''
45.15.168.45,1394,''
45.15.168.45,2636,''
45.15.168.45,2640,''
45.15.168.45,2249,''
45.15.168.45,3144,''
45.15.168.45,1632,''
45.15.168.45,2251,''
45.15.168.45,3151,''
45.15.168.45,2649,''
45.15.168.45,3155,''
45.15.168.45,2257,''
45.15.168.45,1921,''
45.15.168.45,1193,''
45.15.168.45,3158,''
45.15.168.45,3163,''
45.15.168.45,2263,''
45.15.168.45,1923,''
45.15.168.45,2657,''
45.15.168.45,1022,''
45.15.168.45,1644,''
45.15.168.45,1928,''
45.15.168.45,1024,''
45.15.168.45,1025,''
45.15.168.45,2274,''
45.15.168.45,1931,''
45.15.168.45,1650,''
45.15.168.45,2279,''
45.15.168.45,1935,''
45.15.168.45,3190,''
45.15.168.45,2684,''
45.15.168.45,2287,''
45.15.168.45,3199,''
45.15.168.45,2291,''
45.15.168.45,1660,''
45.15.168.45,1944,''
45.15.168.45,3208,''
45.15.168.45,1946,''
45.15.168.45,2285,''
45.15.168.45,2693,''
45.15.168.45,2694,''
45.15.168.45,1214,''
45.15.168.45,1662,''
45.15.168.45,1949,''
45.15.168.45,2695,''
45.15.168.45,2297,''
45.15.168.45,2699,''
45.15.168.45,1667,''
45.15.168.45,3818,''
45.15.168.45,2705,''
45.15.168.45,2707,''
45.15.168.45,2305,''
45.15.168.45,1671,''
45.15.168.45,1040,''
45.15.168.45,3233,''
45.15.168.45,3237,''
45.15.168.45,2314,''
45.15.168.45,1435,''
45.15.168.45,3243,''
45.15.168.45,2721,''
45.15.168.45,3246,''
45.15.168.45,1685,''
45.15.168.45,3254,''
45.15.168.45,2316,''
45.15.168.45,2326,''
45.15.168.45,3259,''
45.15.168.45,1234,''
45.15.168.45,2740,''
45.15.168.45,1235,''
45.15.168.45,2332,''
45.15.168.45,3267,''
45.15.168.45,2742,''
45.15.168.45,2744,''
45.15.168.45,1052,''
45.15.168.45,2745,''
45.15.168.45,2746,''
45.15.168.45,2334,''
45.15.168.45,1238,''
45.15.168.45,2336,''
45.15.168.45,3272,''
45.15.168.45,1451,''
45.15.168.45,2339,''
45.15.168.45,1452,''
45.15.168.45,1453,''
45.15.168.45,1988,''
45.15.168.45,2750,''
45.15.168.45,1454,''
45.15.168.45,3282,''
45.15.168.45,2760,''
45.15.168.45,2348,''
45.15.168.45,907,''

45.15.168.45,2762,''
45.15.168.45,1703,''
45.15.168.45,1705,''
45.15.168.45,2765,''
45.15.168.45,2351,''
45.15.168.45,3298,''
45.15.168.45,2771,''
45.15.168.45,1709,''
45.15.168.45,2356,''
45.15.168.45,1465,''
45.15.168.45,3309,''
45.15.168.45,1711,''
45.15.168.45,3311,''
45.15.168.45,2362,''
45.15.168.45,2781,''
45.15.168.45,2007,''
45.15.168.45,2009,''
45.15.168.45,2785,''
45.15.168.45,1716,''
45.15.168.45,2011,''
45.15.168.45,2367,''
45.15.168.45,2012,''
45.15.168.45,1718,''
45.15.168.45,2787,''
45.15.168.45,2013,''
45.15.168.45,2791,''
45.15.168.45,2789,''
45.15.168.45,3328,''
45.15.168.45,2371,''
45.15.168.45,1074,''
45.15.168.45,2795,''
45.15.168.45,2796,''
45.15.168.45,2798,''
45.15.168.45,3338,''
45.15.168.45,2022,''
45.15.168.45,2384,''
45.15.168.45,2385,''
45.15.168.45,2386,''
45.15.168.45,2391,''
45.15.168.45,2032,''
45.15.168.45,2821,''
45.15.168.45,2036,''
45.15.168.45,3990,''
45.15.168.45,1488,''
45.15.168.45,2399,''
45.15.168.45,2398,''
45.15.168.45,2403,''
45.15.168.45,1735,''
45.15.168.45,2407,''
45.15.168.45,2043,''
45.15.168.45,2046,''
45.15.168.45,1090,''
45.15.168.45,3384,''
45.15.168.45,2414,''
45.15.168.45,2415,''
45.15.168.45,1501,''
45.15.168.45,2846,''
45.15.168.45,1093,''
45.15.168.45,2420,''
45.15.168.45,2056,''
45.15.168.45,3399,''
45.15.168.45,2851,''
45.15.168.45,2854,''
45.15.168.45,1752,''
45.15.168.45,3408,''
45.15.168.45,2855,''
45.15.168.45,2048,''
45.15.168.45,2427,''
45.15.168.45,2060,''
45.15.168.45,2859,''
45.15.168.45,1281,''
45.15.168.45,1285,''
45.15.168.45,2869,''
45.15.168.45,3421,''
45.15.168.45,4062,''
45.15.168.45,3422,''
45.15.168.45,2437,''
45.15.168.45,2877,''
45.15.168.45,2440,''
45.15.168.45,3429,''
45.15.168.45,2884,''
45.15.168.45,2446,''
45.15.168.45,2886,''
45.15.168.45,3438,''
45.15.168.45,2077,''
45.15.168.45,3440,''
45.15.168.45,944,''
45.15.168.45,2450,''
45.15.168.45,2891,''
45.15.168.45,2890,''
45.15.168.45,2083,''
45.15.168.45,2455,''
45.15.168.45,1109,''
45.15.168.45,2896,''
45.15.168.45,2085,''
45.15.168.45,3453,''
45.15.168.45,2459,''
45.15.168.45,2900,''
45.15.168.45,1776,''
45.15.168.45,3458,''
45.15.168.45,2462,''
45.15.168.45,2089,''
45.15.168.45,2906,''
45.15.168.45,2905,''
45.15.168.45,2907,''
45.15.168.45,3466,''
45.15.168.45,1769,''
45.15.168.45,1530,''
45.15.168.45,1772,''
45.15.168.45,2094,''
45.15.168.45,2914,''
45.15.168.45,2093,''
45.15.168.45,3472,''
45.15.168.45,2917,''
45.15.168.45,2471,''
45.15.168.45,2918,''
